pubchem_id,common_name,iupac_name,smile,inchi,has_sweet
25101146,CID 25101146,"(2S,3S,4S,5S,6R)-6-(hydroxymethyl)-3-iodooxane-2,4,5-triol",C(C1C(C(C(C(O1)O)I)O)O)O,"InChI=1S/C6H11IO5/c7-3-5(10)4(9)2(1-8)12-6(3)11/h2-6,8-11H,1H2/t2-,3+,4-,5-,6+/m1/s1",1
25109610,CID 25109610,"(2R,3R,4S,5S,6R)-2-[(2R,3S,4R,5R,6S)-4,5-dihydroxy-2-(hydroxymethyl)-6-(2-hydroxypropyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",CC(CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O)O,"InChI=1S/C15H28O11/c1-5(18)2-6-9(19)12(22)14(8(4-17)24-6)26-15-13(23)11(21)10(20)7(3-16)25-15/h5-23H,2-4H2,1H3/t5?,6-,7+,8+,9-,10+,11-,12+,13+,14+,15+/m0/s1",1
25109673,CID 25109673,"(2R,3R,4S,5S,6R)-2-[(2R,3S,4R,5R,6R)-4,5-dihydroxy-2-(hydroxymethyl)-6-(2-hydroxypropyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",CC(CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O)O,"InChI=1S/C15H28O11/c1-5(18)2-6-9(19)12(22)14(8(4-17)24-6)26-15-13(23)11(21)10(20)7(3-16)25-15/h5-23H,2-4H2,1H3/t5?,6-,7-,8-,9+,10-,11+,12-,13-,14-,15-/m1/s1",1
25112514,CID 25112514,,CC12CCCC(C1CCC34C2CC(C(C3)C(=C)C4)O)(C)C(=O)OC5C(C(C(C(O5)COC6C(C(C(CO6)O)O)O)O)O)O,"InChI=1S/C31H48O12/c1-14-10-31-8-5-19-29(2,20(31)9-16(32)15(14)11-31)6-4-7-30(19,3)28(39)43-27-25(38)23(36)22(35)18(42-27)13-41-26-24(37)21(34)17(33)12-40-26/h15-27,32-38H,1,4-13H2,2-3H3/t15-,16+,17+,18+,19-,20-,21-,22+,23-,24+,25+,26-,27-,29+,30+,31+/m0/s1",1
25118432,SCHEMBL4508453,"zinc;(2S,3S,4S,5R)-2,3,4,5-tetrahydroxy-6-oxohexanoate",C(=O)C(C(C(C(C(=O)[O-])O)O)O)O.C(=O)C(C(C(C(C(=O)[O-])O)O)O)O.[Zn+2],"InChI=1S/2C6H10O7.Zn/c2*7-1-2(8)3(9)4(10)5(11)6(12)13;/h2*1-5,8-11H,(H,12,13);/q;;+2/p-2/t2*2-,3+,4-,5-;/m00./s1",1
25118780,CID 25118780,"magnesium;(2S,3S,4S,5R)-2,3,4,5-tetrahydroxy-6-oxohexanoic acid",C(=O)C(C(C(C(C(=O)O)O)O)O)O.[Mg+2],"InChI=1S/C6H10O7.Mg/c7-1-2(8)3(9)4(10)5(11)6(12)13;/h1-5,8-11H,(H,12,13);/q;+2/t2-,3+,4-,5-;/m0./s1",1
25123330,CID 25123330,"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxymethyl acetate",CC(=O)OCOC1C(C(C(C(O1)COC2C(C(C(CO2)O)O)O)O)O)O,"InChI=1S/C14H24O12/c1-5(15)24-4-25-14-12(21)10(19)9(18)7(26-14)3-23-13-11(20)8(17)6(16)2-22-13/h6-14,16-21H,2-4H2,1H3/t6-,7-,8+,9-,10+,11-,12-,13+,14-/m1/s1",1
25128690,"(2R)-2alpha-Methyl-4alpha,5beta-bis(methoxymethoxy)tetrahydro-2H-pyran-3alpha-ol","(2R,3S,4S,5S)-4,5-bis(methoxymethoxy)-2-methyloxan-3-ol",CC1C(C(C(CO1)OCOC)OCOC)O,"InChI=1S/C10H20O6/c1-7-9(11)10(16-6-13-3)8(4-14-7)15-5-12-2/h7-11H,4-6H2,1-3H3/t7-,8+,9+,10-/m1/s1",1
25130065,UNII-IFE6C6BS24,"(3S)-3-amino-4-[[(2S)-1-methoxy-1-oxo-3-phenylpropan-2-yl]amino]-4-oxobutanoic acid;6-methyl-2,2-dioxooxathiazin-4-one",CC1=CC(=O)NS(=O)(=O)O1.COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,"InChI=1S/C14H18N2O5.C4H5NO4S/c1-21-14(20)11(7-9-5-3-2-4-6-9)16-13(19)10(15)8-12(17)18;1-3-2-4(6)5-10(7,8)9-3/h2-6,10-11H,7-8,15H2,1H3,(H,16,19)(H,17,18);2H,1H3,(H,5,6)/t10-,11-;/m0./s1",1
25150879,CID 25150879,(2S)-4-amino-2-[[(2S)-4-amino-2-[[(2S)-2-[[(2S)-2-amino-3-phenylpropanoyl]amino]-3-methylbutanoyl]amino]-4-oxobutanoyl]amino]-4-oxobutanoic acid,CC(C)C(C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CC1=CC=CC=C1)N,"InChI=1S/C22H32N6O7/c1-11(2)18(28-19(31)13(23)8-12-6-4-3-5-7-12)21(33)26-14(9-16(24)29)20(32)27-15(22(34)35)10-17(25)30/h3-7,11,13-15,18H,8-10,23H2,1-2H3,(H2,24,29)(H2,25,30)(H,26,33)(H,27,32)(H,28,31)(H,34,35)/t13-,14-,15-,18-/m0/s1",1
25151757,CID 25151757,"(2S,3R,4R,5S,6R)-5-[(2R,3R,4S,5R,6R)-4-ethoxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-(hydroxymethyl)oxane-2,3,4-triol",CCOC1C(C(OC(C1O)OC2C(OC(C(C2O)O)O)CO)CO)O,"InChI=1S/C14H26O11/c1-2-22-12-7(17)5(3-15)24-14(10(12)20)25-11-6(4-16)23-13(21)9(19)8(11)18/h5-21H,2-4H2,1H3/t5-,6-,7-,8-,9-,10-,11-,12+,13+,14-/m1/s1",1
25152385,CID 25152385,"(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5R,6R)-2-[(2S,3S,4S,6S)-2,3-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C1C(OC(C(C1OC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)CO)O)O)O)O)O)O)CO,"InChI=1S/C18H32O15/c19-2-5-1-6(11(24)16(28)29-5)30-18-14(27)15(10(23)8(4-21)32-18)33-17-13(26)12(25)9(22)7(3-20)31-17/h5-28H,1-4H2/t5-,6-,7+,8+,9+,10+,11-,12-,13+,14+,15-,16-,17-,18+/m0/s1",1
25152386,CID 25152386,"(2R,3R,4R,5R)-4-[(2S,3R,4S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxyhexane-1,2,3,5,6-pentol",C(C1C(C(C(C(O1)OC2C(C(OC(C2O)OC(C(CO)O)C(C(CO)O)O)CO)O)O)O)O)O,"InChI=1S/C18H34O16/c19-1-5(23)9(25)15(6(24)2-20)33-18-14(30)16(11(27)8(4-22)32-18)34-17-13(29)12(28)10(26)7(3-21)31-17/h5-30H,1-4H2/t5-,6-,7-,8-,9-,10-,11-,12+,13-,14-,15-,16+,17+,18+/m1/s1",1
25152387,CID 25152387,"(2R,3S,5S)-3-[(2R,3R,4S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxyhexane-1,2,5,6-tetrol",C(C1C(C(C(C(O1)OC2C(C(OC(C2O)OC(CC(CO)O)C(CO)O)CO)O)O)O)O)O,"InChI=1S/C18H34O15/c19-2-6(23)1-8(7(24)3-20)30-18-15(29)16(12(26)10(5-22)32-18)33-17-14(28)13(27)11(25)9(4-21)31-17/h6-29H,1-5H2/t6-,7+,8-,9+,10+,11+,12+,13-,14+,15+,16-,17-,18+/m0/s1",1
25163992,CHEBI:134464,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-ethyloxane-3,4,5-triol",CCC1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O,"InChI=1S/C13H24O10/c1-2-5-7(16)9(18)10(19)12(21-5)23-13(4-15)11(20)8(17)6(3-14)22-13/h5-12,14-20H,2-4H2,1H3/t5-,6-,7-,8-,9+,10-,11+,12-,13+/m1/s1",1
25164059,SCHEMBL1057254,"(2R,3S,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-ethyloxane-3,4,5-triol",CCC1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O,"InChI=1S/C13H24O10/c1-2-5-7(16)9(18)10(19)12(21-5)23-13(4-15)11(20)8(17)6(3-14)22-13/h5-12,14-20H,2-4H2,1H3/t5-,6-,7-,8-,9+,10+,11+,12-,13+/m1/s1",1
25173432,CID 25173432,"(2S,3R,4S,5S)-3-fluoranyl-6-(hydroxymethyl)oxane-2,4,5-triol",C(C1C(C(C(C(O1)O)F)O)O)O,"InChI=1S/C6H11FO5/c7-3-5(10)4(9)2(1-8)12-6(3)11/h2-6,8-11H,1H2/t2?,3-,4-,5-,6+/m1/s1/i7-1",1
25178780,CHEMBL447252,"(3R,4S,5R)-4-butoxyoxane-2,3,5-triol",CCCCOC1C(COC(C1O)O)O,"InChI=1S/C9H18O5/c1-2-3-4-13-8-6(10)5-14-9(12)7(8)11/h6-12H,2-5H2,1H3/t6-,7-,8+,9?/m1/s1",1
25181386,Glucose ammonia,"azanium;(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol;chloride",C(C1C(C(C(C(O1)O)O)O)O)O.[NH4+].[Cl-],"InChI=1S/C6H12O6.ClH.H3N/c7-1-2-3(8)4(9)5(10)6(11)12-2;;/h2-11H,1H2;1H;1H3/t2-,3-,4+,5-,6?;;/m1../s1",1
25182467,CID 25182467,"(4S,6R)-2-(hydroxymethyl)-6-[[(3S,4R,5R)-4,5,6-trihydroxy-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]methoxy]oxane-3,4,5-triol",C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)OC3C(C(C(C(O3)CO)O)O)O)O)O)O)O,"InChI=1S/C18H32O16/c19-1-4-7(21)9(23)13(27)17(32-4)30-3-6-15(11(25)12(26)16(29)31-6)34-18-14(28)10(24)8(22)5(2-20)33-18/h4-29H,1-3H2/t4?,5-,6?,7?,8-,9+,10+,11-,12-,13?,14-,15-,16?,17-,18-/m1/s1",1
25183088,CID 25183088,(2S)-2-[[(2S)-2-[[(2S)-2-amino-3-methylbutanoyl]amino]propanoyl]amino]-3-phenylpropanoic acid,CC(C)C(C(=O)NC(C)C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,"InChI=1S/C17H25N3O4/c1-10(2)14(18)16(22)19-11(3)15(21)20-13(17(23)24)9-12-7-5-4-6-8-12/h4-8,10-11,13-14H,9,18H2,1-3H3,(H,19,22)(H,20,21)(H,23,24)/t11-,13-,14-/m0/s1",1
25183212,CID 25183212,"(2S)-2-[[(2S)-2-[[(2S)-2,4-diamino-4-oxobutanoyl]amino]propanoyl]amino]-3-phenylpropanoic acid",CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)N)N,"InChI=1S/C16H22N4O5/c1-9(19-15(23)11(17)8-13(18)21)14(22)20-12(16(24)25)7-10-5-3-2-4-6-10/h2-6,9,11-12H,7-8,17H2,1H3,(H2,18,21)(H,19,23)(H,20,22)(H,24,25)/t9-,11-,12-/m0/s1",1
25183216,CID 25183216,(2S)-2-[[(2S)-2-[[(2S)-2-amino-3-hydroxypropanoyl]amino]-3-hydroxypropanoyl]amino]-3-phenylpropanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CO)NC(=O)C(CO)N,"InChI=1S/C15H21N3O6/c16-10(7-19)13(21)18-12(8-20)14(22)17-11(15(23)24)6-9-4-2-1-3-5-9/h1-5,10-12,19-20H,6-8,16H2,(H,17,22)(H,18,21)(H,23,24)/t10-,11-,12-/m0/s1",1
25183217,CID 25183217,"(4S,6R)-2-(hydroxymethyl)-6-[[(4S,5R,6R)-3,4,5-trihydroxy-6-[(2R,3S,4R,5R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-2-yl]methoxy]oxane-3,4,5-triol",C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3C(OC(C(C3O)O)O)CO)O)O)O)O)O)O)O,"InChI=1S/C18H32O16/c19-1-4-7(21)9(23)13(27)17(32-4)30-3-6-8(22)10(24)14(28)18(33-6)34-15-5(2-20)31-16(29)12(26)11(15)25/h4-29H,1-3H2/t4?,5-,6?,7?,8?,9+,10+,11-,12-,13?,14-,15-,16?,17-,18-/m1/s1",1
25185694,CID 25185694,dimethyl (2S)-2-[[(2R)-2-[(2-methylpropan-2-yl)oxycarbonylamino]-3-phenylpropanoyl]amino]butanedioate,CC(C)(C)OC(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(=O)OC)C(=O)OC,"InChI=1S/C20H28N2O7/c1-20(2,3)29-19(26)22-14(11-13-9-7-6-8-10-13)17(24)21-15(18(25)28-5)12-16(23)27-4/h6-10,14-15H,11-12H2,1-5H3,(H,21,24)(H,22,26)/t14-,15+/m1/s1",1
25185729,"1-O-Propyl-3-O,4-O,6-O-triacetyl-alpha-D-glucopyranose","[(2R,3R,4R,5R,6S)-3,4-diacetyloxy-5-hydroxy-6-propoxyoxan-2-yl]methyl acetate",CCCOC1C(C(C(C(O1)COC(=O)C)OC(=O)C)OC(=O)C)O,"InChI=1S/C15H24O9/c1-5-6-20-15-12(19)14(23-10(4)18)13(22-9(3)17)11(24-15)7-21-8(2)16/h11-15,19H,5-7H2,1-4H3/t11-,12-,13-,14-,15+/m1/s1",1
25186193,CID 25186193,methyl (2R)-2-[[(2R)-2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoyl]amino]-3-phenylpropanoate,CC(C(=O)NC(CC1=CC=CC=C1)C(=O)OC)NC(=O)OC(C)(C)C,"InChI=1S/C18H26N2O5/c1-12(19-17(23)25-18(2,3)4)15(21)20-14(16(22)24-5)11-13-9-7-6-8-10-13/h6-10,12,14H,11H2,1-5H3,(H,19,23)(H,20,21)/t12-,14-/m1/s1",1
25187070,CHEMBL457360,dimethyl (2S)-2-[[(2R)-2-amino-3-phenylpropanoyl]amino]butanedioate,COC(=O)CC(C(=O)OC)NC(=O)C(CC1=CC=CC=C1)N,"InChI=1S/C15H20N2O5/c1-21-13(18)9-12(15(20)22-2)17-14(19)11(16)8-10-6-4-3-5-7-10/h3-7,11-12H,8-9,16H2,1-2H3,(H,17,19)/t11-,12+/m1/s1",1
25188450,CHEMBL507513,dimethyl (2S)-2-[[(2S)-2-amino-3-phenylpropanoyl]amino]pentanedioate,COC(=O)CCC(C(=O)OC)NC(=O)C(CC1=CC=CC=C1)N,"InChI=1S/C16H22N2O5/c1-22-14(19)9-8-13(16(21)23-2)18-15(20)12(17)10-11-6-4-3-5-7-11/h3-7,12-13H,8-10,17H2,1-2H3,(H,18,20)/t12-,13-/m0/s1",1
25188720,CHEMBL457361,dimethyl (2S)-2-[[(2R)-2-amino-3-phenylpropanoyl]amino]pentanedioate,COC(=O)CCC(C(=O)OC)NC(=O)C(CC1=CC=CC=C1)N,"InChI=1S/C16H22N2O5/c1-22-14(19)9-8-13(16(21)23-2)18-15(20)12(17)10-11-6-4-3-5-7-11/h3-7,12-13H,8-10,17H2,1-2H3,(H,18,20)/t12-,13+/m1/s1",1
25192153,CID 25192153,"(2R,4S,5R,6R)-2-(hydroxymethyl)-6-(2-hydroxypropoxy)oxane-3,4,5-triol",CC(COC1C(C(C(C(O1)CO)O)O)O)O,"InChI=1S/C9H18O7/c1-4(11)3-15-9-8(14)7(13)6(12)5(2-10)16-9/h4-14H,2-3H2,1H3/t4?,5-,6?,7+,8-,9-/m1/s1",1
25192154,CID 25192154,"(2R,4S,5R,6S)-2-(hydroxymethyl)-6-(2-hydroxypropoxy)oxane-3,4,5-triol",CC(COC1C(C(C(C(O1)CO)O)O)O)O,"InChI=1S/C9H18O7/c1-4(11)3-15-9-8(14)7(13)6(12)5(2-10)16-9/h4-14H,2-3H2,1H3/t4?,5-,6?,7+,8-,9+/m1/s1",1
25193858,CHEBI:61611,"(3S,4S,5S,6R)-6-[[(2S,3S,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxymethyl]oxane-2,3,4,5-tetrol",C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)O)O)O)O)O)O)O)O)O)O)O,"InChI=1S/C18H32O16/c19-1-4-7(20)11(24)14(27)17(33-4)31-3-6-9(22)12(25)15(28)18(34-6)30-2-5-8(21)10(23)13(26)16(29)32-5/h4-29H,1-3H2/t4-,5-,6-,7-,8-,9-,10+,11+,12+,13+,14+,15+,16?,17+,18+/m1/s1",1
25194049,Man(a1-2)Man(a1-2)Man,"(3S,4S,5S,6R)-3-[(2R,3S,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-6-(hydroxymethyl)oxane-2,4,5-triol",C(C1C(C(C(C(O1)O)OC2C(C(C(C(O2)CO)O)O)OC3C(C(C(C(O3)CO)O)O)O)O)O)O,"InChI=1S/C18H32O16/c19-1-4-8(23)11(26)14(16(29)30-4)33-18-15(12(27)9(24)6(3-21)32-18)34-17-13(28)10(25)7(22)5(2-20)31-17/h4-29H,1-3H2/t4-,5-,6-,7-,8-,9-,10+,11+,12+,13+,14+,15+,16?,17-,18-/m1/s1",1
25194279,CID 25194279,"(2S,3R,4S,5R,6S,7R)-2-[[(2R,3S,4S,5S)-3,4-dihydroxy-5-methoxyoxolan-2-yl]methoxy]-7-(hydroxymethyl)oxepane-3,4,5,6-tetrol",COC1C(C(C(O1)COC2C(C(C(C(C(O2)CO)O)O)O)O)O)O,"InChI=1S/C13H24O11/c1-21-12-10(19)7(16)5(24-12)3-22-13-11(20)9(18)8(17)6(15)4(2-14)23-13/h4-20H,2-3H2,1H3/t4-,5-,6-,7-,8+,9+,10+,11-,12+,13+/m1/s1",1
25194280,CID 25194280,"(2R,3S,4R,5S,6R,7S)-2-(hydroxymethyl)-7-[[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-methoxyoxan-2-yl]methoxy]oxepane-3,4,5,6-tetrol",COC1C(C(C(C(O1)COC2C(C(C(C(C(O2)CO)O)O)O)O)O)O)O,"InChI=1S/C14H26O12/c1-23-13-11(21)9(19)7(17)5(26-13)3-24-14-12(22)10(20)8(18)6(16)4(2-15)25-14/h4-22H,2-3H2,1H3/t4-,5-,6-,7-,8+,9+,10+,11-,12-,13+,14+/m1/s1",1
25198463,SCHEMBL1149911,"1,1,3-trioxo-1,2-benzothiazole-2-sulfonic acid",C1=CC=C2C(=C1)C(=O)N(S2(=O)=O)S(=O)(=O)O,"InChI=1S/C7H5NO6S2/c9-7-5-3-1-2-4-6(5)15(10,11)8(7)16(12,13)14/h1-4H,(H,12,13,14)",1
25200343,"3,6-dideoxy-beta-L-xylo-hexopyranose","(2S,3S,5S,6S)-6-methyloxane-2,3,5-triol",CC1C(CC(C(O1)O)O)O,"InChI=1S/C6H12O4/c1-3-4(7)2-5(8)6(9)10-3/h3-9H,2H2,1H3/t3-,4-,5-,6-/m0/s1",1
25200839,CID 25200839,"(3R,4S,5R,6R)-6-(hydroxymethyl)-4-[(2R,3R,4S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2,3,5-triol",C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O,"InChI=1S/C12H22O11/c13-1-3-5(15)7(17)8(18)12(22-3)23-10-6(16)4(2-14)21-11(20)9(10)19/h3-20H,1-2H2/t3-,4-,5?,6-,7+,8-,9-,10+,11?,12-/m1/s1",1
25201228,CID 25201228,"(2R,3R,5S,6R)-6-(hydroxymethyl)-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2,4,5-triol",C(C1C(C(C(C(O1)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)O,"InChI=1S/C12H22O11/c13-1-3-6(16)8(18)10(11(20)21-3)23-12-9(19)7(17)5(15)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8?,9-,10-,11-,12-/m1/s1",1
25201877,D-Glucose 6-sulfate,"[(2R,3S,4S,5R,6R)-3,4,5,6-tetrahydroxyoxan-2-yl]methyl sulfate",C(C1C(C(C(C(O1)O)O)O)O)OS(=O)(=O)[O-],"InChI=1S/C6H12O9S/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-10H,1H2,(H,11,12,13)/p-1/t2-,3-,4+,5-,6-/m1/s1",1
25202439,Galactinol,"(1R,2R,4R,5S)-6-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycyclohexane-1,2,3,4,5-pentol",C(C1C(C(C(C(O1)OC2C(C(C(C(C2O)O)O)O)O)O)O)O)O,"InChI=1S/C12H22O11/c13-1-2-3(14)4(15)10(21)12(22-2)23-11-8(19)6(17)5(16)7(18)9(11)20/h2-21H,1H2/t2-,3+,4+,5?,6-,7-,8-,9+,10-,11?,12-/m1/s1",1
25202590,alpha-D-xylosyl-(1->6)-beta-D-glucosyl- (1->4)-beta-D-glucose,"(2R,3R,4R,5S,6R)-6-(hydroxymethyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxyoxane-2,3,4-triol",C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3C(OC(C(C3O)O)O)CO)O)O)O)O)O)O,"InChI=1S/C17H30O15/c18-1-5-14(10(23)11(24)15(27)30-5)32-17-13(26)9(22)8(21)6(31-17)3-29-16-12(25)7(20)4(19)2-28-16/h4-27H,1-3H2/t4-,5-,6-,7+,8-,9+,10-,11-,12-,13-,14-,15-,16-,17+/m1/s1",1
25202954,CID 25202954,"(3'S,4'S,4aR,5'R,6R,7R,7aS)-5',6-bis(hydroxymethyl)spiro[4a,6,7,7a-tetrahydro-3H-furo[2,3-b][1,4]dioxine-2,2'-oxolane]-3',4',7-triol",C1C2(C(C(C(O2)CO)O)O)OC3C(C(OC3O1)CO)O,"InChI=1S/C11H18O9/c12-1-4-6(14)8-10(18-4)17-3-11(20-8)9(16)7(15)5(2-13)19-11/h4-10,12-16H,1-3H2/t4-,5-,6-,7-,8+,9+,10-,11?/m1/s1",1
25203575,SCHEMBL6941885,"1,1,4,5,6-pentahydroxyhexan-2-one",C(C(C(CO)O)O)C(=O)C(O)O,"InChI=1S/C6H12O6/c7-2-5(10)3(8)1-4(9)6(11)12/h3,5-8,10-12H,1-2H2",1
25203896,AC1L6AM7,,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O,"InChI=1S/C38H60O18/c1-16-11-37-9-5-20-35(2,7-4-8-36(20,3)34(50)55-32-29(49)26(46)23(43)18(13-40)52-32)21(37)6-10-38(16,15-37)56-33-30(27(47)24(44)19(14-41)53-33)54-31-28(48)25(45)22(42)17(12-39)51-31/h17-33,39-49H,1,4-15H2,2-3H3/t17?,18?,19?,20-,21?,22?,23?,24?,25?,26?,27?,28?,29?,30?,31?,32?,33?,35+,36+,37?,38?/m0/s1",1
25203970,6'-Galactosyllactose,"(2R,3R,4S,5R,6R)-2-(hydroxymethyl)-6-[[(2R,3R,4S,5R,6S)-3,4,5-trihydroxy-6-[(2R,3S,4R,5R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-2-yl]methoxy]oxane-3,4,5-triol",C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3C(OC(C(C3O)O)O)CO)O)O)O)O)O)O)O,"InChI=1S/C18H32O16/c19-1-4-7(21)9(23)13(27)17(32-4)30-3-6-8(22)10(24)14(28)18(33-6)34-15-5(2-20)31-16(29)12(26)11(15)25/h4-29H,1-3H2/t4-,5-,6-,7+,8+,9+,10+,11-,12-,13-,14-,15-,16?,17-,18+/m1/s1",1
25206501,Galbeta1-6Gal,"(3R,4S,5R,6R)-6-[[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxane-2,3,4,5-tetrol",C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O,"InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4-,5+,6+,7+,8+,9-,10-,11?,12-/m1/s1",1
25206502,"WURCS=1.0/3,2/[12112h|1,5][12112h|1,5][X2122h|1,5]1+1,2+6|2+1,3+6","(3R,4S,5S,6R)-6-[[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxymethyl]oxane-2,3,4,5-tetrol",C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)O)O)O)O)O)O)O)O)O)O)O,"InChI=1S/C18H32O16/c19-1-4-7(20)11(24)14(27)17(33-4)31-3-6-9(22)12(25)15(28)18(34-6)30-2-5-8(21)10(23)13(26)16(29)32-5/h4-29H,1-3H2/t4-,5-,6-,7+,8-,9+,10+,11+,12+,13-,14-,15-,16?,17-,18-/m1/s1",1
25206504,"WURCS=1.0/3,2/[12112h|1,5][12112h|1,5][X2122h|1,5]1+1,2+3|2+1,3+3","(3R,4S,5R,6R)-4-[(2S,3R,4S,5S,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-6-(hydroxymethyl)oxane-2,3,5-triol",C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)CO)O)O)O)O)O)O,"InChI=1S/C18H32O16/c19-1-4-7(22)10(25)11(26)17(31-4)34-15-9(24)6(3-21)32-18(13(15)28)33-14-8(23)5(2-20)30-16(29)12(14)27/h4-29H,1-3H2/t4-,5-,6-,7+,8-,9+,10+,11-,12-,13-,14+,15+,16?,17+,18+/m1/s1",1
